aircraft_model,company,date,discount,flight_airport_arrive,flight_airport_away,flight_number,flight_time_arrive,flight_time_away,flight_transfer,flight_type,on_time_rate,price,refund_fee,spider,status,url,version
波音 737-200(中型),南方航空,20190414173448,经济舱,流亭国际机场T1,天河国际机场T3,CZ3631,09:25,07:20,,,-,¥1090,退改¥55起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173448,折扣公务舱,流亭国际机场T1,天河国际机场T3,CZ3631,09:25,07:20,,,-,¥1150,退改¥115起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-200(中型),南方航空,20190414173448,公务舱,流亭国际机场T1,天河国际机场T3,CZ3631,09:25,07:20,,,-,¥2510,退改¥126起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,经济舱4.5折,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,¥480,退改¥96起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,经济舱4.5折,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,¥480,退改¥96起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,经济舱4.5折,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,¥480,退改¥96起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,经济舱5.4折,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,¥580,退改¥116起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,经济舱4.4折,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,¥470,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,公务舱3.5折,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,¥870,退改¥87起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),东方航空,20190414173448,,流亭国际机场T2,天河国际机场T3,MU2517,09:55,07:50,,,80%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173448,经济舱4.8折,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,¥565,退改¥170起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,经济舱4.8折,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,¥570,退改¥171起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,经济舱4.8折,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,¥565,退改¥170起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,经济舱6.2折,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,¥730,提前改签免费,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,智选经济舱6.9折,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,¥810,退改¥81起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
3NE(中型),祥鹏航空,20190414173449,,流亭国际机场T1,天河国际机场T3,8L9869,19:20,17:20,,,90%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,经济舱6.0折,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,¥645,退改¥129起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,特惠公务舱2.7折,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,¥870,退改¥261起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,经济舱6.0折,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,¥645,退改¥129起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,经济舱6.0折,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,¥650,退改¥130起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,经济舱8.0折,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,¥870,退改¥44起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,超值公务舱5.0折,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,¥1625,退改¥81起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),海南航空,20190414173449,,流亭国际机场T1,天河国际机场T3,HU7659,12:50,10:50,,,77%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173449,经济舱6.2折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥670,退改¥34起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173449,经济舱6.2折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥670,退改¥34起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173449,经济舱6.3折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥677,退改¥35起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,高级经济舱6.4折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥690,退改¥69起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,经济舱7.8折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥840,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,公务舱6.8折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥1060,退改¥53起,ctripspy,1张,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,经济舱6.4折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥690,退改¥35起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,高级经济舱6.6折,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥710,退改¥71起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,经济舱全价,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥1090,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),山东航空,20190414173450,公务舱全价,流亭国际机场T1,天河国际机场T3,SC8710,22:00,19:45,,,-,¥1580,提前改签免费,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-tao?date=2019-04-21,0.1
波音 737-800(中型),南方航空,20190414173453,经济舱1.6折,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,¥260,退改¥130起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,经济舱1.6折,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,¥260,退改¥130起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,经济舱1.6折,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,¥260,退改¥26起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,折扣明珠经济舱,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,¥770,退改¥385起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,经济舱5.3折,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,¥890,退改¥445起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,折扣公务舱,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,¥1710,退改¥257起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),南方航空,20190414173453,,浦东国际机场T2,天河国际机场T3,CZ6171,00:10,22:40,,,100%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱4.0折,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥670,退改¥335起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱4.0折,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥670,退改¥335起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱4.0折,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥670,退改¥335起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱5.3折,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥890,退改¥445起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,折扣明珠经济舱,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥1100,退改¥330起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,公务舱,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥4280,退改¥214起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥1710,退改¥86起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,公务舱,浦东国际机场T2,天河国际机场T3,CZ3543,20:00,18:25,,,93%,¥4280,退改¥214起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱4.8折,浦东国际机场T2,天河国际机场T3,CZ3579,15:45,14:10,,,87%,¥820,退改¥410起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱4.8折,浦东国际机场T2,天河国际机场T3,CZ3579,15:45,14:10,,,87%,¥820,退改¥410起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱5.1折,浦东国际机场T2,天河国际机场T3,CZ3579,15:45,14:10,,,87%,¥860,退改¥430起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱5.8折,浦东国际机场T2,天河国际机场T3,CZ3579,15:45,14:10,,,87%,¥980,退改¥490起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱4.7折,浦东国际机场T2,天河国际机场T3,CZ3579,15:45,14:10,,,87%,¥790,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-200(中型),南方航空,20190414173454,经济舱,浦东国际机场T2,天河国际机场T3,CZ3579,15:45,14:10,,,87%,¥1710,退改¥86起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,经济舱4.1折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥840,退改¥420起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,经济舱4.1折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥840,退改¥420起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,经济舱4.3折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥870,退改¥435起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,经济舱4.7折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥960,退改¥480起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,超级经济舱8.6折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥1770,退改¥89起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,经济舱4.1折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥840,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,公务舱4.1折,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥1870,退改¥374起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,超级经济舱全价,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,经济舱全价,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥2060,退改¥103起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173455,公务舱全价,浦东国际机场T1,天河国际机场T3,MU2533,16:40,15:05,,,90%,¥4660,退改¥233起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173455,经济舱5.1折,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,¥860,退改¥430起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173455,经济舱5.1折,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,¥860,退改¥430起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173455,经济舱5.1折,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,¥860,退改¥430起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173455,经济舱5.6折,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,¥950,退改¥475起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173456,经济舱5.0折,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,¥840,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173456,公务舱4.4折,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,¥1860,退改¥372起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173456,,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),上海航空,20190414173456,,虹桥国际机场T2,天河国际机场T3,FM9364,23:10,21:30,,,73%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),东方航空,20190414173456,经济舱4.3折,虹桥国际机场T2,天河国际机场T3,"MU9364,共享",23:10,21:30,,,73%,¥870,退改¥435起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),东方航空,20190414173456,经济舱4.3折,虹桥国际机场T2,天河国际机场T3,"MU9364,共享",23:10,21:30,,,73%,¥870,退改¥435起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),东方航空,20190414173456,经济舱4.3折,虹桥国际机场T2,天河国际机场T3,"MU9364,共享",23:10,21:30,,,73%,¥870,退改¥435起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),东方航空,20190414173456,公务舱4.0折,虹桥国际机场T2,天河国际机场T3,"MU9364,共享",23:10,21:30,,,73%,¥1860,退改¥372起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),东方航空,20190414173456,,虹桥国际机场T2,天河国际机场T3,"MU9364,共享",23:10,21:30,,,73%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-700(中型),东方航空,20190414173456,,虹桥国际机场T2,天河国际机场T3,"MU9364,共享",23:10,21:30,,,73%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,经济舱5.6折,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,¥1150,退改¥345起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,经济舱5.6折,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,¥1150,退改¥345起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,经济舱5.8折,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,¥1190,退改¥357起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,经济舱6.3折,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,¥1280,退改¥384起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,经济舱3.7折,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,¥750,退改签,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,公务舱4.1折,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,¥1870,退改¥374起,ctripspy,4张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173456,,浦东国际机场T1,天河国际机场T3,MU2543,13:50,12:20,,,93%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱5.8折,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,¥1190,退改¥357起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱5.8折,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,¥1190,退改¥357起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱5.8折,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,¥1190,退改¥357起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱6.3折,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,¥1280,退改¥384起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱5.6折,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,¥1140,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,公务舱4.1折,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,¥1870,退改¥374起,ctripspy,3张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,,虹桥国际机场T2,天河国际机场T3,MU2470,22:10,20:40,,,97%,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱6.7折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥1380,退改¥414起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱6.7折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥1380,退改¥414起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱6.7折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥1380,退改¥414起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱7.2折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥1470,退改¥441起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,超级经济舱8.6折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥1770,退改¥89起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173457,经济舱6.5折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥1320,退改签,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173458,公务舱6.7折,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,¥3090,退改¥618起,ctripspy,2张,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173458,,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173458,,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-800(中型),东方航空,20190414173458,,虹桥国际机场T2,天河国际机场T3,MU2509,18:50,17:15,,,-,,,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
波音 737-900ER(中型),东方航空,20190414173458,经济舱7.4折,浦东国际机场T1,天河国际机场T3,MU517,08:55,07:25,,,90%,¥1520,退改¥380起,ctripspy,,https://flights.ctrip.com/itinerary/oneway/wuh-sha?date=2019-04-15,0.1
